-1757 1697  339 -1025
585 -963  3133 1329
-1274 -1669  5585 -2208
1547 -192  122 -4526
785 -1918  416 5439
1940 -764  685 3493
-4098 672  -4791 -217
-700 -769  -727 2553
5162 4886  2206 -2398
-2433 -3623  1463 -4045
5879 -320  -2439 3297
2847 -4764  1985 -187
1124 -927  2795 1769
-2984 -1862  -2991 1132
1358 3621  6305 1021
-642 145  1234 4540
42 -2512  844 -6271
3230 1378  -962 -1668
-4501 -5167  4313 4577
997 3286  1912 -2488
2756 -1697  1927 -161
-728 2268  3761 -1606
2370 2336  1441 606
5754 -272  -2513 -907
237 611  -973 -2985
-1966 -6  -1374 -1319
4691 314  2486 -1183
3191 1894  141 4036
838 -4191  4488 3503
-860 -3060  -3460 -1888
2589 2586  -1889 -3258
2694 -1448  6479 -4305
4534 193  1407 645
-1434 -1632  -5026 -4831
-1366 2075  2023 6464
-1983 -682  -5257 1639
711 -932  7087 -340
-1326 5006  2297 -1147
1789 4459  1249 -1724
3225 2156  -267 0
611 1276  3169 -121
236 -6530  2822 -619
-4138 1940  4672 -1133
693 900  5604 731
-365 -1395  -4694 -1715
804 -2004  877 417
3506 -1570  440 5487
3545 -430  -2730 242
-989 -6477  -459 -4150
5603 -2445  -56 2272
-1526 492  -44 580
1291 4043  983 -126
-1315 -2875  -2815 494
2985 1839  3376 1135
5476 -2017  1779 -702
-2485 5812  3303 4516
490 -1591  -1061 1015
341 -3903  2947 1753
1761 5772  5495 -2820
-4061 -4945  -3111 -1482
6509 -2826  3482 -2083
-1649 -103  1908 -2138
-2387 -7431  -1128 -597
-4049 -3026  -3470 3039
3768 1012  1693 4938
303 4290  -3952 90
-3569 -157  120 -754
-517 -2520  -2967 -3253
1513 2313  -3671 2949
-2661 -386  -139 -5060
3808 1722  -3871 1387
-1086 3082  1868 940
-672 1017  83 -2089
-595 1592  1606 -1896
608 -2763  -1688 522
-1789 -956  2377 -2571
-3646 -2312  2518 -171
6433 520  -2155 -7524
2437 1962  -1077 531
-784 4586  -1613 -1966
4521 1114  -3550 2112
-525 -4322  2441 -1771
2493 2254  2344 -1085
-2801 217  -2187 -4898
-1747 4548  -3752 1797
-321 1576  5756 6018
1615 -1209  -2457 -939
-181 1579  2567 -2301
-3773 3894  -794 -5529
-27 2020  5023 -316
1104 3549  2793 -2667
1189 2129  6604 -3350
-2430 3247  -2659 -5199
1737 -566  3356 -2582
-405 -302  -1776 4095
-2031 -2865  1639 4680
1622 1803  -2515 6864
2968 5121  1208 -6801
-1770 -3018  -802 -5194
-3011 1698  2018 -1312
-2763 -5995  -609 -3253
3806 1227  -5616 4462
859 -1469  5227 2173
288 -2240  2433 2429
5013 503  3555 7888
1512 -1359  1067 1036
3753 1978  1416 5376
3783 3700  2007 -959
3360 4777  -2304 -1731
-1986 -1797  -1937 -2002
-2083 -759  2807 -1641
-1608 170  251 898
-603 4247  1437 -2907
-6182 2325  -2273 4486
-514 499  3263 -1543
-3099 2860  -990 -2006
-3113 1754  405 1982
-282 4053  -5482 -3192
925 2256  -3034 226
-805 3813  2103 -1871
-8355 3423  1039 -5638
4568 527  3950 -3674
1409 1200  -2348 284
-3801 -2154  -200 2468
-385 -2431  1175 4479
716 -4925  4545 3342
3865 1200  7438 -3236
-4299 -1923  3899 -2641
3321 1633  2350 -1403
3549 1338  2327 -3498
3649 -2563  -1733 -2746
-4387 -1831  279 -1408
2386 -4251  2583 -945
-2192 1147  265 3165
-154 2902  -1802 4482
-4380 948  -706 -1019
-240 152  3546 2188
985 800  -167 112
183 -3382  2664 -338
29 -3919  -1758 -4328
-166 -4193  675 743
-3534 1827  362 1394
1146 3899  6113 515
-2334 626  -899 -2154
-6428 3668  -23 1805
1043 2161  -3245 -1412
1813 5509  -919 1607
4585 3194  -1197 -1080
-2420 3353  -498 -2520
-1197 -63  -5778 -2513
1292 -1180  -1069 1740
574 1760  184 751
-66 2101  2505 467
1583 289  -1051 -4173
-2549 -960  1404 3779
-967 -3960  -2805 -2740
2513 3761  -2403 4238
-4401 -4039  1366 635
1009 -1053  -364 2359
2020 -1270  -2514 2757
4305 -2403  -4465 1483
-556 1086  1568 2099
-2526 -2272  -3515 345
-1216 612  1194 1773
2526 7456  1168 -2200
-1486 -1202  -26 -1859
1268 212  -3076 2855
3248 -4658  417 5965
1524 1533  -2817 2516
-2556 2238  -2935 -2798
-2019 -2642  -720 2229
-2136 6540  -1090 -5367
1853 573  3476 658
1934 -4034  3954 -2409
1677 469  -2424 3378
248 -1150  -1524 -2404
1193 -2651  2603 -460
673 -2568  5559 -570
-585 2048  312 474
-554 987  4046 -3902
3732 3323  -6847 -252
-1514 6713  -3284 1933
2560 -6704  -3337 4435
1732 1666  -1880 3556
-3768 -2130  -6308 -1179
-2577 2232  976 734
-303 2892  -2687 2963
1676 2719  -3419 -143
-632 2308  -442 -1144
-3126 2947  1220 -1432
-600 1815  -1445 -5078
-5590 -1936  350 3801
-884 -104  161 4237
-85 908  7185 3943
2076 -235  -2917 6032
4620 5013  4687 8074
-1992 -1140  -4005 4737
1294 -1697  1593 -966
3622 2960  142 -5140
2663 -40  -5388 -2385
-92 2793  330 -463
-1983 -272  -992 -990
1602 -1562  -463 1355
702 7797  -6719 2992
1298 1156  -6198 -814
-2062 -7771  1057 -3513
1740 2369  -1889 -3476
755 798  1347 5740
1697 2346  1946 5850
5337 -248  -344 -1846
4876 -3595  4781 247
3292 2051  441 3236
2363 4170  -3926 -2522
-2165 2326  -2214 2355
414 -655  1013 -668
-6125 2475  2208 -2529
-7109 -1526  1273 141
761 -1484  956 5701
-3279 -796  -474 -2204
-4604 571  4153 -1548
-4843 -4374  1653 4230
-2621 2926  -6416 -998
-31 3802  -482 854
-451 -577  992 1636
-855 -90  -5279 1546
-1276 1029  -1234 5709
3920 -563  1310 1972
3148 -4478  -2911 6861
2728 -304  -2625 -511
-1645 -1136  4549 -3653
2675 3432  2012 -273
1265 -3406  -45 -9
3681 985  -1051 -2246
1284 -1957  1010 1892
-198 -1403  -5108 -1327
2032 4874  -1208 797
-965 -2298  540 3606
-3211 -1520  -6067 5044
-425 2618  -1763 -1350
-1157 914  -3477 1519
1296 2302  -1211 -3712
383 -4281  -256 -258
910 6260  -2011 524
-2590 556  873 305
-1811 8064  3002 -282
7799 -1909  1495 651
1111 -3319  -6403 3193
92 -5446  -515 -1464
-716 -3607  1655 -4384
1313 337  925 630
2289 154  -6962 -698
3092 -1934  139 400
-364 -1628  -2115 4013
5333 -347  113 18
3878 1098  1776 2649
3034 -816  -2079 6054
4183 -2733  1881 281
565 -600  3405 2714
3838 -494  3859 -2
-1006 -6387  -921 -661
-1258 -4750  -115 3950
-1634 7561  -1362 161
-3062 -1940  828 -2847
1439 -4676  -5521 -1956
-2420 -532  -930 -1561
-229 1156  -3337 -1837
-71 1848  -2516 -3139
4972 417  -177 2139
-2768 -2392  1556 -4947
114 391  -1438 1328
547 2506  182 -669
2171 -1390  -576 -1495
-703 -1103  424 3079
-1621 -1560  -3420 3315
4010 6706  -574 3325
4698 -1217  1086 899
2300 -1561  3215 -4773
1429 82  1626 4066
1063 -2586  2205 1233
4920 -245  313 751
3153 2397  3844 2475
-1653 1460  1448 -6042
-4924 2910  -381 1367
-3688 -1355  -346 -782
533 -619  694 -5238
1169 -3798  -6269 1866
2175 770  2326 3001
4074 929  -190 1624
-1350 2454  -1032 2772
2253 1116  -609 -1359
-4242 -4269  -1306 -526
3017 5427  3025 -1951
513 -114  1718 1066
609 -1950  4377 871
475 -897  1421 -1013
-446 -1506  -2390 1667
7680 -2034  267 -546
3461 -5472  -1344 -2057
-1546 -1282  -1917 939
-1727 2141  -1161 2661
628 -4620  -4101 3533
765 110  -1750 1996
-4119 2564  -5739 3349
-2588 -3170  -315 843
1267 2771  1905 1807
1171 -4149  -565 -56
-859 -2652  2994 2511
4114 -884  -1829 -3029
-5046 340  2109 178
2493 -2449  -3440 -681
-3519 1033  190 576
6206 -517  -366 5607
1244 -284  877 -897
-3849 2247  -3360 -2606
-2433 4867  206 2495
-4764 3386  3881 -202
-5158 3992  699 1162
921 1951  -1610 -2411
-1878 -888  -5866 -6302
4636 -1377  777 -2110
256 2936  502 5286
2270 4714  -2179 4684
4205 1342  -2079 -2493
-5891 -1721  4463 -1719
2218 989  3470 -1186
835 5361  -1358 -1500
171 -750  105 3254
-2470 1701  3733 -1
-4767 669  -1491 1771
5788 -538  1526 -4121
1426 306  314 801
2053 101  -1013 686
267 -2168  30 -4638
-637 -1669  -1686 1442
-802 2251  4763 -2800
-1108 707  -765 4889
4955 -1503  2440 835
-1859 -2425  4682 -877
2274 -4684  -3912 -4683
-2099 -1507  -2685 -1141
400 -30  3777 4534
-889 -7431  -3457 -179
-3338 979  3928 1034
1151 173  198 -2461
845 4720  811 509
-1165 -119  -4204 -359
-230 4245  2319 1096
-3465 -1713  258 2185
123 315  -4405 939
-1607 -2193  1411 1203
1530 -3104  3368 -208
-3827 -1801  -420 -1155
4107 -6177  139 -1382
-634 -708  112 -705
-5670 2004  1192 -4005
4577 269  -361 7741
592 491  -3773 -4903
-1036 -3252  3943 2223
-3275 -5842  -3137 -249
-2365 1101  2356 573
3098 3890  2890 -1571
70 -3956  4083 -4604
-7161 3668  1719 2467
3821 -2455  586 1663
-6794 -4621  -472 844
-2104 3512  3460 297
1906 1583  3992 -3766
127 -639  3212 -2300
1632 2205  -4315 439
775 -795  -1532 -2850
-801 687  -3931 -1876
-807 -512  3426 -3866
5690 -235  1105 -2151
-5916 2952  6823 1583
-2102 638  2379 2617
-4596 -1625  172 177
-3800 -1612  2011 -870
4525 3149  -2669 1314
-1312 -5774  761 28
157 -3992  1399 -3350
1013 3204  2166 -2411
3752 3302  657 5492
591 -3776  -195 -6524
4454 -359  -6051 -3860
-1622 -3941  4232 1780
-854 -1506  221 -255
2244 -293  7336 4619
-3991 -839  -906 -384
-2950 -16  -824 -5554
-1090 4024  -472 335
1077 307  106 -163
-1659 -3144  -4885 -247
3867 -250  -1530 -1479
1664 44  2598 -2311
4131 -2603  199 5905
-261 8231  2363 2122
7160 -560  4332 2207
-1352 1402  1960 3079
-2376 4493  3789 5636
-2033 1908  4642 1037
3175 -2190  2704 509
-2411 -1072  -1226 2644
-798 -1187  -7432 -2608
-1905 929  -1541 2709
-5356 -2241  1785 -1666
5073 2378  -525 -932
2943 -3451  -321 -3200
-4241 -2357  -1210 -2146
-1184 -240  1576 -4238
-197 2598  -547 1228
-1193 -5227  986 4233
3511 3115  -432 -727
-2449 -302  -6860 -5589
-3353 -2200  2361 2819
-4308 -2066  -4445 -212
1795 505  -1456 -531
-566 -733  -6328 -2440
789 -1023  -737 1459
848 -2212  -1858 -542
2229 1641  -2077 1063
-1432 -2927  667 -10
1118 -4312  -1472 1392
2822 -2604  1476 -499
-1611 2330  -1580 -419
3211 1815  -503 -5114
1173 3787  17 2413
-1079 3966  2048 -723
1387 -923  -2117 2080
-676 306  384 -2850
-580 -584  -3382 968
-1879 -4758  -3364 794
-1977 1556  -3165 -852
2201 1478  6685 809
2804 1845  220 -1520
-3165 775  559 4426
-463 -581  4798 -4200
-1634 -2676  4631 -1098
-535 -1410  1443 3607
-4994 1384  -1128 3774
963 -1649  -594 866
-5646 2894  -3031 -344
-2880 -5025  3002 -4297
-4585 2442  -513 -292
-1789 1621  -2723 -2563
-2312 5852  -952 -1305
1455 1474  1715 1284
1504 119  -3911 -2964
-2043 -1379  -1092 -770
-5336 3257  -2535 2050
3336 2618  2395 -830
-1798 -6161  -2005 -1612
3112 -4777  -1475 -10092
-3810 -1903  3150 3210
-1997 -1059  309 364
-2781 138  305 -2727
754 2585  3006 2451
3888 -422  -4433 -3309
3180 4576  -956 -313
-1748 -1195  468 -3210
-614 3749  2299 684
1463 1222  2652 -1376
93 2205  -4794 311
1727 2867  -1355 3627
-240 -3497  -1327 1528
-1589 -1042  -3453 1405
1234 -5301  -4249 -2349
714 -2181  988 -46
-1692 43  432 -463
4420 -5473  -1503 -4922
-3814 -2005  9059 3661
-551 2829  -2170 896
4501 1628  -1311 2981
710 1548  3115 -2331
-728 4557  2736 -1712
1562 1045  -1445 -236
-4156 1547  -467 -555
4357 -450  -2707 -167
-2632 657  740 -3398
-2793 -280  4535 3590
-2049 -4014  -245 2498
3397 747  -5221 1577
-2319 -4588  -5008 -2327
1584 -299  2982 -2921
-1164 -172  -2674 -832
-3386 -1130  -857 620
-2033 -1258  -3124 -2949
-437 2491  -623 -826
-1729 2389  -1763 -315
243 -984  -2900 2228
2683 7530  -3541 -2563
637 -4135  -2851 1168
-6662 -3964  1470 1265
3515 -2233  2118 -2008
2781 2108  -1830 -158
3815 8  -178 2614
3603 4251  1525 2408
-2092 -1053  484 -794
-2454 1753  -1980 2322
55 1143  -1865 -2053
-710 1079  4869 1601
-99 1884  2124 -3820
-1359 -530  1080 902
-1970 578  3201 -2068
2380 -59  -1101 3236
4366 -1586  -969 -3130
690 -2377  -5466 121
-4838 4878  -2719 -655
-1294 -5015  1259 3194
4784 5216  1376 -510
2955 3770  2226 -629
-251 -4955  -2935 89
4280 899  2265 813
121 586  -406 844
-438 -173  3139 3705
2635 -4410  -65 -1804
-5077 -4037  -941 4944
-235 3831  5492 -531
-3112 4711  361 -461
-1481 -5737  1872 227
-3977 -5542  3561 1475
-3653 -3700  3912 3022
1490 2795  3653 -3703
-3151 1732  336 -7321
2327 -1287  -538 1488
2572 -805  2019 6566
4408 1591  4148 -2606
6449 -6012  8383 2567
-1901 318  -6631 4007
-3239 3606  -1293 -182
3545 3026  -37 -2581
-4353 -7214  -5286 2034
-1538 -4408  -764 -1347
-3045 -3849  2405 1269
498 -1763  -4842 26
-12 1471  -1230 -1017
4864 -2296  -882 -575
855 -3478  1157 -3814
-3181 1366  -6132 1611
-2859 2412  6051 -1783
-4394 -1284  -535 264
-2043 1945  2527 438
-238 555  2287 1465
1824 -774  1914 -1342
-652 -1044  -4087 2881
1688 -507  4910 1097
160 782  -5473 -1746
-2315 -1050  2579 1229
1904 -823  1880 -3382
9722 -1676  2181 -4768
-6374 138  -17 2867
-2704 143  5497 -3173
-4302 201  2398 614
4628 -2289  290 792
984 -94  -3460 1464
956 2796  -151 -749
-1284 1055  134 4591
-1517 1870  -1937 4418
3978 2730  -2750 1516
-4052 -2045  -737 976
-1058 4211  1967 -3853
619 -1229  206 3702
17 4197  812 -448
-2827 -2190  1298 180
-615 -2486  -352 1769
995 -1908  -523 -2676
2275 -7225  6047 -3555
-3205 -948  2385 2083
42 -1355  1806 -2202
-1292 510  -4063 -1888
-643 -2995  -799 2144
596 -1357  -1126 -60
-2487 268  -54 -1222
1074 761  -634 -3930
603 -3053  1091 288
3757 1559  1964 -2513
-3528 2305  -2990 362
-1833 509  -3581 -2764
1973 -459  -6726 -819
2609 -611  -109 -2692
4362 -4008  360 1250
-1120 -2061  -615 -4816
5685 905  598 2481
2514 581  4398 -2284
4348 1747  8707 -238
4086 104  4904 -2994
-289 -665  -3657 6224
1807 1784  1886 -2642
-3156 2070  -735 -2975
-453 862  817 2077
-1549 2259  -1077 1042
4818 -1690  2368 208
-1390 -737  -2031 -4461
5386 3871  -1089 1535
-1706 1764  6905 199
-796 2815  3024 2353
-4758 4232  -2808 5534
-3217 1343  -7351 3151
-2412 -2760  2933 1556
1145 1446  3601 123
-4399 -2178  -3707 147
-1356 -1098  -3062 581
2194 1816  5194 -3712
3174 3510  -262 3117
4342 -5560  3348 8324
-7164 -6494  4565 3371
5200 4736  370 -217
-3190 -2390  -1701 32
-3717 1702  1846 3225
-1179 2045  -237 -1127
589 -653  -2708 -1779
-3605 -2235  -4884 -2627
-1192 6253  -4728 1817
3234 3786  -2706 -3471
2359 -7039  2463 2180
-1103 223  -3332 109
1386 1897  5 53
506 4600  1551 -4714
-479 -1577  2425 -1632
-3199 3423  803 -4447
-1232 -177  1716 262
1809 5172  1364 1942
3611 441  -6224 -2305
-4449 -259  -286 -116
-418 -4633  21 -3388
-1353 282  -1012 4
4157 -1672  5502 -696
-2114 -2984  2616 267
-1176 1006  -2765 -1928
2394 142  -444 -240
-219 1286  -1716 -3766
-1108 2041  -3072 -3850
8103 -707  -3445 6415
2466 491  -2142 -3132
-1735 -3996  3061 2046
-844 258  -8623 904
-5798 -802  -1774 1455
713 278  5825 -76
-459 3354  -3620 1328
1442 601  1594 2533
591 5259  -1891 -4246
-77 710  1710 1819
-354 7956  -1452 -1250
8011 460  -8343 -882
6321 6367  1108 -4146
308 2515  4423 1342
-3692 3522  -279 933
4069 -6505  -3320 -3786
-788 -286  -3247 5976
-414 -1054  -1514 -3105
3600 -4014  402 -2136
-2677 -733  -5310 -5521
-981 2173  2646 1301
4195 -866  2227 1217
-6082 -1788  -6253 -326
-3903 -3270  -2901 -4747
-1368 262  435 -4898
2651 -6594  4739 -1735
3668 4480  -2979 -284
3448 2272  -3720 -2316
-5413 2688  -1330 -822
464 1983  1505 -6991
6436 3614  -1414 -2848
2101 -2845  540 3619
-1542 -1804  1977 -909
-1898 433  662 2372
580 1664  -1763 -376
-1127 2499  586 482
-443 -2568  -4475 -162
499 143  -1728 4330
4384 1846  -1674 467
610 -1198  -2436 -1009
2234 1544  -2198 3486
1039 1394  -1073 3345
-100 -2581  2105 656
-1192 2954  -1814 -4317
3310 -4334  613 -2558
570 -2752  -2291 -6037
2913 -2640  4829 594
-1907 -3324  2196 1450
6304 171  540 1938
2071 1244  510 1614
-2862 -1749  -7231 -1883
2130 58  1085 1837
3680 -992  690 3619
-6618 -1041  -5288 3839
-1451 1134  -3539 1001
-3863 2320  1765 2759
-4530 -5113  6648 -2206
2041 1061  -418 7103
1690 2295  3853 -4441
1656 -299  1901 -591
-2815 -3562  877 -5097
-2068 18  -2549 2259
5688 -2545  -16 -1380
-1291 600  -4154 1485
1556 -2662  489 -3668
385 225  3582 4043
11020 2465  -653 1121
5154 -367  -4424 -7269
-4939 -326  -1008 3112
164 -4751  -900 -7247
-234 137  -3724 1222
-2359 1031  -464 -2098
-2534 -130  -2227 -748
2366 2112  2824 4132
2205 -1159  1243 -1451
791 2470  -3435 -2230
-1167 1651  -4024 429
5045 396  -6852 -2761
405 -463  7261 -4730
2471 -2283  6802 -2609
179 -2469  1988 3768
-1747 474  -3588 -2550
2509 -2651  -2992 843
-5407 -504  2464 4399
-799 -1901  2995 -541
-6758 2055  587 1882
-1535 185  2677 359
-4502 -3699  -2918 4761
139 -1337  -4978 -4109
3484 6163  5764 -5284
-2656 2371  -488 -3743
-957 10  -1031 -4649
4001 1898  -1235 147
-8023 1799  -8641 -6076
2197 756  1168 23
-4386 2689  -2815 -3022
2560 -335  -5477 1334
-4038 -1814  -1026 1461
-10880 -4467  2776 -1719
-6607 46  5131 664
-969 -1498  424 -2788
-5832 -1565  1796 -3239
-2597 1108  2531 -4196
4618 -1948  -668 416
4320 -537  -5379 -539
-1999 2144  3990 -1740
-1064 -3182  7632 -1579
2790 -1143  -649 -2565
3841 -7404  1679 660
3858 1714  -4443 -6421
1675 -1671  -2987 1173
1341 464  2927 5807
-3733 830  2032 -1432
-594 -5526  -664 1657
-1054 4130  -3784 709
-524 -6393  1629 1416
-1893 -2158  1542 -1808
493 1463  -2466 -3903
583 2239  1267 913
1097 1088  -493 -143
-1635 1528  875 973
2403 -2411  -1634 335
-3572 3248  29 -3216
-2707 -3217  -1138 587
2480 469  1284 -2631
877 1300  -1135 3682
6129 1655  1995 -3306
6367 3430  -10341 -4508
524 -902  -262 -886
2640 -198  -3913 1680
1100 -426  -163 345
2399 3892  3452 -19
1480 -2607  -1593 3864
-3424 4183  -952 1045
2343 -5609  3440 -2819
-367 2007  -2454 -299
-5884 3668  1127 -2119
-2625 3091  400 -616
206 3270  -4626 225
373 287  885 852
1825 834  4761 1133
-1199 -890  -2445 -93
-1524 -1690  2178 -1048
4071 1942  -6421 1726
2361 337  1700 -6688
5403 1488  -2284 -4065
-6812 -4436  -1013 -4817
-2333 921  2799 -4733
-1027 -4384  -1285 -1337
5515 1118  3476 -1161
-1542 -3288  933 1184
2013 454  3273 -1127
4457 5117  -73 -2965
-731 2264  493 -3342
3686 808  -1257 2554
3847 -1039  1029 -263
-6100 -2668  2511 -1181
-1554 2679  -2206 997
3525 -2845  1615 2605
23 3523  -4765 931
-1453 -346  5793 2143
-2930 2572  -2138 3436
568 2392  443 -2760
5121 -5286  3043 1907
992 -638  5652 -6544
1872 3127  4045 1441
-1787 -1003  967 -1706
277 558  450 -61
-2391 -2684  -3868 -2623
-64 -2765  -1761 -8108
-6030 1416  562 492
-2424 2561  525 1616
-1579 2991  2098 2391
1301 -3819  -2776 2291
-1763 -645  -3819 -4718
-923 236  713 -1108
2872 1507  510 43
-152 5173  -3885 -53
-1696 -3412  179 -2744
4049 -2087  2278 -866
6139 -2613  -2838 355
-973 1072  2361 2448
821 701  128 -3142
814 2503  -550 3862
-1316 -2881  -548 -2243
-292 -6814  3238 -1997
610 -462  2572 2269
2193 -4963  -686 732
-159 2529  938 -817
52 -3392  1014 -876
-1447 -1801  2338 -1157
-1508 -2352  1565 -3813
-608 1351  2838 -2754
1502 -5263  -5931 3387
1926 -1992  -1888 -5586
-652 -1719  -805 2419
-59 -1961  4212 -2609
-1517 -2985  -2646 -1981
-5613 1355  -3998 -99
-2825 -1007  -1773 3407
-1842 229  -3358 3570
1051 6191  -2266 -426
-4755 245  -5321 2286
922 -1942  4866 -6673
-1328 1073  -2611 -2053
-2750 1951  -2134 3144
1049 5635  4367 1187
-1623 2894  3015 -3256
569 912  4404 4567
299 1579  4215 -2269
-1451 697  1210 1724
858 1061  289 1244
4488 863  1598 1593
4170 397  -2665 1833
641 -2977  -1957 481
1296 715  -2930 140
-4533 2304  -5114 -5602
213 -1151  1888 -731
-1955 2127  2957 1934
1462 -1447  -2928 2867
-2224 2418  -2436 -127
3913 -751  -3443 -1574
-2295 -2395  -2725 -1228
-2000 -3093  -553 4510
3153 1725  984 4364
-1184 1405  -2857 4873
1991 -967  -1425 -1517
-1671 2647  -4224 -2044
-1270 -356  -1306 -3630
2757 -3123  -2757 1673
5871 571  867 -4433
-2603 653  -336 -616
-2503 -4283  2726 -5058
446 358  -14 3240
-777 -5514  1702 -1388
-4442 207  2250 -1567
-2614 -738  2201 -1561
-4174 1903  -1677 -1862
-4682 2631  -241 -451
-245 641  742 -2521
1559 4921  -1584 -476
4848 -514  -4759 -1847
-6339 -2626  673 2766
4175 6049  -3096 -559
2912 2104  743 -3330
3664 2115  1806 210
418 -4179  -1055 -1622
-964 -1346  -1181 -2299
875 425  -247 3349
-773 321  -1780 1859
-3392 -196  1589 -3657
7921 -291  4152 -1206
1309 -2993  -753 -2955
765 2495  7894 -1724
-2472 -154  -2604 1903
-123 2992  -2542 814
1719 140  -6148 -1973
8074 986  -1267 4100
-666 -3798  -2322 2171
948 -96  -1875 -4042
-3513 -1695  717 1906
2515 1036  4949 -799
-3334 320  6124 4836
-1018 -4722  2711 2201
4637 1232  -2331 4609
1110 -281  -566 -6504
-3270 -4418  -537 -195
170 3914  3426 -480
-3311 3852  -1691 -4588
-5159 -2201  -660 -4920
626 -1076  -612 8749
4357 -2340  2080 3015
1482 209  812 9
326 -4170  -217 17
872 -772  -1666 1199
1339 -342  1943 -2204
2041 -3646  -518 -75
-2830 2515  -4552 -2132
384 822  -4051 1795
-1518 -4859  -365 1402
568 -3931  7 -2398
3139 -2260  -6439 5431
2762 1437  5242 -1194
-7337 -544  4454 -5352
-2344 -2662  -912 295
-2288 -132  567 3593
758 -527  6346 3566
636 -937  -960 -1837
-810 -3847  -17 -2038
1341 5247  358 -2814
218 3889  -1273 5232
-1478 2502  355 -132
1868 -2432  -1089 544
5174 3200  2594 -225
294 -2843  1583 3035
-286 -369  -793 -3401
-1010 -1367  -1776 -2735
-186 -5624  -3608 184
-4608 620  -2841 1575
516 2272  3600 628
-481 -628  -2129 2537
3905 -5186  5291 -3382
2931 569  -2617 -5687
4967 -1598  2991 -1257
-867 2265  -6354 970
-5660 -5116  751 -5111
3280 354  -2217 637
73 1545  2645 2958
-1189 1484  3413 3922
-1774 6897  -919 2583
3397 1985  -5389 -2293
-5024 2992  -2771 -1002
-767 3055  5893 -1798
-1931 1049  363 4415
5487 1316  -1171 2213
1764 68  -735 -7221
-4294 2126  5676 -329
-1381 1837  -2326 2194
6883 -910  5061 -314
-3155 -806  -2341 4841
-1316 -802  -5778 4749
-1985 2304  -3306 -632
-4031 238  -4492 317
-542 -427  310 4990
-1638 -1884  7738 848
5653 -902  2570 -4383
-2539 3344  3560 4156
-2903 181  3510 1814
7792 1956  1382 -112
1420 2890  2951 -1802
-2238 3576  4218 -4500
285 5868  -551 -3865
-226 1949  -1412 9503
-623 8030  411 2543
6338 -1662  1533 688
297 -3695  -3771 774
-1604 4972  -105 -1984
-699 -1003  339 986
-890 -3388  -1419 -2623
-1217 2946  -639 -4991
-136 581  17 -5611
686 52  -473 -808
-2678 2394  -979 136
-4569 -4639  2435 228
-2158 -6166  -1789 -945
-1000 -1366  -1366 -3515
741 4690  1179 2985
1958 -5439  -3311 3142
-2077 -278  -1819 -683
-3651 -1127  3615 -2474
2845 -982  -792 3706
-2282 48  -3206 -682
2254 -1630  -2141 2776
-5266 -6877  16 -4487
-125 1272  5254 934
711 -5979  1194 -1237
1127 -3814  3896 3166
-359 -1616  -1990 6123
-3349 5020  4662 -1893
817 -1241  -1626 -3075
128 138  -183 -5167
2000 2327  2437 -3102
-1275 -891  2745 551
1003 -1760  -1145 3546
-1134 4666  -5313 1777
952 2622  3923 73
-5594 -2490  3229 -1107
-3811 -1990  -2689 -588
-2850 -1197  903 -1918
-3353 1011  -817 1555
5129 -5061  -91 4504
1084 974  -1854 4121
1842 -2324  1073 2367
-4907 -1331  797 3128
3188 34  2464 2919
4120 1428  -553 423
3758 -577  1880 1275
2728 1670  1514 -642
-847 4937  416 3233
-3312 -2258  293 2538
-1530 1823  2276 -4099
1429 -1716  2036 3683
1616 -266  -3433 436
1181 -2370  2295 932
-122 260  -2674 -1434
-820 1595  -3031 -4410
-1253 4349  -2956 -2889
1229 -587  -145 -4290
2358 4455  -759 -3360
2074 -248  -2259 2515
-1712 2452  -4371 -3018
-2998 -2121  3413 1683
-294 -3354  566 2266
4584 3930  -3267 -1243
1588 -945  1229 -2681
4068 -4946  4134 -2547
-8 2665  1395 5266
1973 2377  -1261 5283
7065 -322  5063 541
4428 720  2409 1548
1168 -1724  -1897 -1788
499 2126  -383 -4195
-1964 -691  -4024 -1788
-623 3383  1703 -308
2148 -5061  6412 -246
4462 2727  590 2212
-2505 -2610  1036 2749
-2357 1208  -2726 1420
-2252 -4112  -1718 923
-1978 743  -1915 2010
-1508 1543  -2504 4032
2390 -2291  5130 604
-1466 3608  -706 307
5367 4138  4230 1502
2188 -2339  -1805 -1671
-886 -3725  -3721 -493
-228 -2561  -733 -406
3121 -503  2347 240
-516 3403  3387 -4745
-663 -2737  9 592
-942 2358  31 6443
-1609 -1658  -2792 3520
-3808 -1959  552 3600
-1964 -432  42 2206
-2240 -3285  -637 4160
-3379 3079  595 -3858
-745 -5473  -896 647
-3782 -4594  3839 4489
1184 397  -4027 -249
2485 506  216 -1258
-2205 2515  -592 -1944
2534 251  1964 3379
-1917 781  -6108 -1083
2876 -1542  -2181 3414
2853 -4075  875 1647
-5592 3117  1112 776
-1064 3403  -4666 2744
-4461 1433  -1475 -1177
-631 2249  -2859 -1448
888 -3685  -86 6332
-1499 -3309  -142 2038
-2748 1818  -2844 -1219
-54 -1170  2657 2843
-2725 -3671  -181 -4871
-2903 711  3283 3157
-4163 2639  -2171 686
3835 -3511  -399 -3706
-1373 -384  -1047 -4041
-277 3383  62 -534
3835 -894  -720 972
710 -2556  1175 -2512
5975 -2570  1248 -1065
1855 -629  -5662 -1638
