546 -11  884 -544
170 -244  297 -439
-652 -437  -362 -159
399 -455  -737 573
-757 -208  -559 120
720 -670  -271 330
561 240  -96 -992
94 -183  669 195
-89 661  -965 -502
-361 -63  90 -268
268 -320  -21 -75
-395 101  -17 -76
-464 642  -590 99
-673 -453  113 635
-182 416  -478 -310
172 56  -1184 -168
-818 5  141 -817
-407 -1989  -392 -172
831 491  -981 -678
16 155  322 -349
-899 -507  275 -106
244 131  -495 -445
-264 -841  -287 360
-445 1469  767 -122
-467 38  -20 129
-297 -13  792 -278
52 280  551 335
-57 -44  107 -543
-323 -78  363 -858
855 977  -1026 -786
338 -330  502 -238
10 -505  -497 -234
-400 -125  844 578
-284 -196  6 -370
700 511  541 26
-428 171  -454 -56
-1344 201  359 -443
-649 679  215 745
-762 516  421 -368
424 735  -54 -309
-46 313  339 545
1359 464  -1101 -559
-342 764  -305 573
190 -1079  448 -440
-529 286  148 878
278 -512  -190 352
-621 -157  -455 57
-609 -197  493 -861
10 -238  1079 91
480 623  -807 593
-667 848  320 -291
182 343  -87 -329
-547 123  -167 210
1235 131  -205 316
36 6  810 1032
-280 -430  251 -688
-66 -90  160 556
225 587  509 405
-366 225  88 -847
109 14  29 -1028
653 -231  515 330
352 -1515  249 74
1212 -1315  -70 -225
-815 755  94 -60
-822 413  585 -190
-145 157  385 -263
429 560  198 -119
-601 -1297  256 66
-749 75  740 -569
116 -317  -213 -642
85 326  -623 -223
317 -702  -202 -574
-175 385  222 -215
-576 32  486 801
-358 240  900 576
169 -984  -940 -146
435 680  -695 -414
40 895  -351 -380
422 -758  664 -251
-560 -368  707 -75
443 -858  -403 -264
-239 127  -211 639
-416 -434  -708 242
182 -591  1099 -1001
854 -316  110 412
1315 -727  483 -824
-181 -62  126 247
15 77  89 918
-950 720  -355 -87
585 408  -211 -192
688 -607  -120 -564
457 -123  -203 509
195 4  358 440
-414 47  -188 -243
-574 412  -383 596
-148 497  223 -542
701 667  -324 327
-1060 -345  870 -214
207 10  -457 -991
-426 444  47 -162
-168 -1453  216 272
-376 -84  523 -191
70 -120  -642 506
-783 -516  96 499
244 516  -499 -796
793 508  -102 450
129 749  -181 -92
-101 253  276 500
-346 -458  342 276
-442 160  632 -416
-242 -289  -587 96
-629 459  827 -68
521 -258  1188 482
-171 -38  -949 -558
665 -162  23 41
-115 177  -62 -358
43 -377  132 -3
-156 77  -249 668
181 -275  158 -1097
-35 -401  -358 -162
-597 -159  730 -52
-98 -480  -656 -177
-98 -298  -254 -101
-413 512  353 96
-70 -615  121 -581
-330 -144  801 850
-424 -1396  379 -33
-356 338  641 502
871 -80  353 1282
354 297  863 893
162 223  339 414
128 -64  -430 415
266 -715  96 39
-232 -213  540 713
652 264  -125 305
117 835  344 389
1139 205  -615 -299
-25 630  141 -262
-834 -179  -138 -437
-105 38  -1148 -595
-240 325  401 443
-531 -375  355 -72
-218 -180  327 -652
354 -447  323 188
-181 -363  -189 -321
-886 -361  613 -168
124 231  207 508
141 -306  -1118 -883
-94 381  -1204 -296
84 299  376 173
1051 -163  -359 523
-289 790  755 49
-789 -448  -362 186
-132 -343  -460 -864
-660 868  -683 -97
485 -279  27 52
521 103  110 -330
-93 343  979 39
-185 226  475 -100
-313 525  -170 -200
296 381  -444 477
405 208  484 51
474 143  -837 114
647 -382  -282 -839
314 -397  286 794
-620 -63  -538 -103
251 418  326 107
290 667  56 -124
456 -513  -215 -187
503 90  838 214
-396 436  50 17
473 -775  598 -171
59 200  352 479
4 -694  -205 -150
848 -536  1299 -426
438 -1538  703 -573
427 -350  354 333
363 -29  -503 -338
-292 179  -874 -1247
-331 188  576 61
30 -1017  -720 -135
-90 -378  32 -148
-262 -236  646 234
-661 -141  250 -88
309 -367  -823 433
-6 350  -237 360
-487 492  462 42
-951 229  308 67
479 112  -670 429
-405 477  285 -1116
-457 895  193 250
-838 -531  720 553
298 143  -207 -818
-61 382  749 -364
-181 582  -17 -1150
342 -356  1003 -1041
-127 272  -472 57
15 -943  51 186
565 329  -54 118
-299 242  -298 -440
-249 -60  -120 110
-948 150  -605 147
-814 -1371  589 1128
1161 264  -1206 -829
241 -18  603 -280
279 354  736 920
725 -462  -1014 -388
-541 41  -430 21
135 -439  201 1154
-94 76  -166 -41
698 -640  -555 72
17 -1269  -826 -388
-839 -276  -188 -436
359 800  -493 248
551 -820  -1586 234
497 327  721 -423
-601 -521  -704 311
-261 750  492 321
-1085 502  -319 -146
-115 226  487 327
606 -618  -214 -403
799 402  -258 153
173 -482  -332 -544
470 702  484 635
-23 686  -317 -602
1092 198  516 -882
206 -117  -896 -718
429 -821  -73 358
-723 281  -356 -303
366 -50  -307 -101
-745 413  901 -573
181 -1045  676 852
-514 -19  583 400
-387 355  764 595
-109 819  484 121
-841 -260  638 -1051
-640 167  -579 630
-115 -142  420 -949
156 289  -198 -705
408 1058  40 522
-187 -948  -494 246
-419 130  112 4
401 -728  -6 -1108
-6 683  -369 100
-161 241  1037 -528
237 -186  267 462
-557 63  -537 -574
-592 -70  32 49
119 -278  959 -224
-44 279  145 673
752 -707  -366 -789
232 603  631 -554
-477 567  -590 1078
73 -933  139 687
-632 405  -115 -811
-291 384  -656 -814
430 -746  -580 -228
-432 -45  -822 -674
-157 126  144 217
-906 -282  -395 -687
-560 -584  214 274
-64 -445  -616 -162
68 -842  0 3
164 -611  67 94
123 -453  -224 -391
650 -663  579 -310
458 -621  582 952
994 -66  509 63
1385 591  623 99
-44 141  -286 -437
-760 -583  112 242
-319 -98  238 -498
-23 630  731 302
874 -63  495 552
-156 88  896 -642
-222 511  -359 -411
467 -429  396 222
-625 -237  -266 647
89 717  -434 948
-115 490  175 66
-757 372  1139 752
906 9  1069 -170
687 498  354 123
-1206 -557  348 345
579 124  490 433
-314 686  -46 963
-305 123  411 439
-126 -552  510 1252
-24 292  -878 211
272 -844  -206 -66
212 -378  562 380
424 -293  836 277
-728 86  155 -557
33 -354  -128 277
778 364  469 -564
-282 -269  -868 -415
148 -7  922 -438
-315 -182  117 272
-986 -373  431 144
1219 -517  -281 329
160 -417  -43 245
666 -790  506 -775
-89 119  318 -55
110 50  -703 434
272 324  -816 494
414 266  110 -615
-1048 16  -677 -7
-152 683  271 803
-623 431  1036 73
281 917  96 730
-283 249  133 157
-486 -571  287 -3
233 526  -116 399
-541 279  -172 436
-401 -350  686 421
65 45  -33 -996
29 -337  1377 -141
-202 751  -203 -371
568 179  -356 175
952 -368  -96 395
-185 186  465 131
1025 383  114 -962
1327 -150  -272 -502
-776 -268  506 342
143 624  -1208 546
432 274  39 300
802 -257  -227 -695
-359 -742  -406 110
55 25  152 -216
446 -116  -183 -74
201 -268  -784 422
-168 -446  966 730
257 -529  380 615
-418 -234  -310 -1082
380 -562  -228 -1120
616 166  1075 426
114 -76  1223 -23
24 -284  638 -854
484 -221  294 409
-398 90  533 -357
-781 460  -99 -410
-350 -160  276 -41
449 308  -451 1
113 195  53 661
-151 385  412 -503
-438 634  443 -248
1608 190  159 4
-1417 -228  -1365 335
224 -395  -292 -695
1037 290  147 -285
-137 568  -508 74
-861 684  464 -7
-1599 -329  387 66
-172 351  -451 3
-384 476  -154 35
-618 556  -179 -392
-62 742  559 -581
-287 -536  283 -410
-1011 -660  -449 315
452 5  881 374
-48 548  -70 -510
-224 612  -459 882
-390 425  51 -454
163 -957  -891 191
33 453  72 -643
310 753  526 204
-190 -182  -435 -9
-1024 463  -984 494
-858 757  32 129
55 239  10 1170
1004 -11  909 539
-180 -760  367 662
393 90  -109 848
-565 -812  -1255 -350
-1310 -198  -440 851
-47 -152  635 5
1010 -340  784 -242
45 -498  251 -107
28 39  -295 -84
-467 435  -229 -760
-888 -237  -897 53
-46 1306  757 326
1146 -752  63 26
-813 164  -209 -278
-455 68  380 -83
-179 180  147 283
-395 -104  104 30
580 91  -231 35
-42 983  -223 -857
522 -181  299 201
-305 12  -363 -516
-666 428  -539 -247
324 -190  74 -483
-281 462  107 -51
-1239 44  814 -1528
-168 600  -115 1226
-227 489  32 -379
-533 23  -138 -499
465 -80  143 30
447 563  1047 -261
-192 38  87 643
175 -266  -195 710
178 -693  368 420
338 -208  -397 -123
-336 -76  -55 409
283 -333  309 -156
634 -258  254 -705
1121 -148  259 193
-641 392  954 -35
-293 147  -1611 185
707 746  -404 229
-167 670  514 66
-452 -457  509 -379
-279 349  961 343
-350 638  -138 -369
157 -172  -429 372
24 -543  8 804
-482 96  207 -769
1082 -497  369 1042
859 467  -116 376
-282 -629  611 63
756 826  -246 -46
173 -93  11 -48
-272 116  -52 229
-128 -13  -659 515
704 -94  8 -816
-378 -126  -176 -460
-400 174  -351 1108
-688 -177  355 -1307
187 -770  1093 -954
30 488  -442 -76
82 -137  256 264
-600 -220  236 -277
436 -160  -565 876
534 699  335 -157
355 -1049  -255 -174
448 -93  -68 -257
-265 -219  -212 -375
-338 -321  -442 691
-607 382  1534 693
15 2  -697 193
434 -150  106 567
-894 -207  -442 -66
-732 595  -159 58
-226 -217  371 -176
901 -33  -498 -328
-966 -169  -338 21
-94 -323  217 -550
628 -58  -668 -186
-559 -1013  686 -226
464 -215  286 985
-160 -474  164 -391
158 -422  -115 -1073
-564 448  1038 292
-187 -748  213 190
-802 -23  -904 533
120 -19  -449 522
773 718  59 344
-25 300  -165 -483
584 -563  -502 505
495 208  -427 -562
-271 575  -1018 366
-775 289  276 65
375 199  558 195
212 -493  -958 -426
-381 39  -578 257
-788 -986  231 -213
-498 -17  -67 139
10 -320  -398 354
413 -552  325 -558
-27 -276  366 487
340 -145  -745 -301
567 67  -220 -860
-750 -133  -528 536
-462 417  -641 -518
-482 1009  -305 183
302 -606  292 1314
-129 380  1145 574
859 29  996 -386
-10 88  -73 -1273
706 463  -157 146
-588 -181  -438 -195
-175 -634  -1098 225
-813 253  -212 352
-80 187  149 405
336 81  -676 -160
-1118 384  921 842
-107 -793  -545 254
-65 923  560 -505
-60 846  111 -563
685 100  161 -270
11 -164  -316 -490
-512 -632  30 -440
-412 -297  -43 530
205 -639  -550 -9
349 79  631 -83
-354 -547  380 -884
-190 -114  -332 -748
714 -797  145 329
381 -9  364 -908
-260 464  299 237
504 -883  -299 150
-81 73  213 392
-332 -563  -1124 938
534 57  30 -1112
641 -95  -424 -310
-186 937  19 620
-217 393  494 -11
-235 -466  -126 539
-1047 -388  227 -393
-186 -221  -976 -191
-432 -529  -102 -314
-103 22  -773 -695
-279 129  241 -343
-202 672  81 -284
659 901  441 278
678 -275  -248 646
-464 546  866 1042
-679 -643  -125 188
-429 183  120 -120
-1077 36  -372 112
-628 175  934 -307
-126 1104  -442 -1111
-1001 -332  14 -438
-720 -1250  515 -189
-574 478  702 321
532 -997  830 -160
516 611  -816 -446
-396 623  -479 1087
-376 -545  501 289
233 14  -199 -706
-309 125  98 -135
109 -37  -644 -601
-142 -339  -985 -428
-204 282  690 -536
362 128  -73 -554
326 762  420 -446
244 -32  55 210
277 35  268 -153
98 328  26 -556
289 430  -165 464
178 163  -307 712
933 597  -304 -760
637 526  -638 466
798 13  359 105
-45 289  215 672
689 41  825 18
35 112  490 -114
387 138  342 -158
42 1018  -180 -65
-489 -149  -174 -592
744 347  -586 390
253 970  -972 151
75 513  25 290
-569 -689  -1132 -39
-141 -291  -1037 -644
-81 767  -51 103
247 -248  211 -614
934 325  7 269
1209 -685  -285 -353
26 405  -79 610
799 -419  330 812
1246 111  273 -213
247 379  139 -22
529 168  337 -774
224 -1366  19 -269
659 437  -16 -45
263 1133  -283 -408
134 -114  324 -452
54 339  -18 -122
598 -894  -625 -651
-1664 -116  484 236
629 322  -656 91
174 -468  -369 942
-231 -714  281 -1306
633 64  -51 -85
477 714  1051 673
36 -765  -387 -825
-139 -253  67 393
145 -483  743 184
-401 643  -238 -55
-538 1360  68 115
911 -171  943 384
-321 -635  202 689
173 659  -881 -224
-339 1218  192 -472
958 -594  131 97
-512 -907  385 -234
-62 -319  901 -290
-458 110  -69 -383
11 576  -597 -593
-325 -1104  -356 623
-420 -29  -297 81
-146 -429  -331 -548
445 -339  370 -390
173 -57  171 324
233 -622  -779 81
-571 114  -283 -243
-258 -158  1542 -854
423 647  780 -824
-198 18  335 178
-52 14  446 342
55 -177  353 112
-316 -544  33 -337
-181 276  -43 241
-140 170  404 214
-288 600  -172 278
-731 814  507 380
-349 -215  78 -1096
-354 -468  -73 622
202 311  -559 -147
-74 -480  737 451
-328 -459  -211 -65
-418 -550  520 459
474 401  -407 -338
-730 18  -103 -135
608 -627  574 243
19 -211  -21 351
-484 -318  475 895
444 247  -182 -992
820 -404  -60 -722
-177 292  -485 561
-95 690  1030 962
-1573 -411  -564 -974
557 336  -548 -587
95 939  -443 -410
-198 -394  82 -138
627 -74  102 726
304 -160  -485 -664
-496 -256  768 16
-640 748  -164 762
-103 899  -225 -902
-262 -530  629 1023
-555 -1063  -984 -624
126 22  -329 69
420 83  757 -905
462 874  506 320
4 -348  -68 575
118 -456  417 137
-502 332  913 142
275 -22  520 -2
162 383  -899 686
563 1097  48 219
-29 -8  117 13
-297 1054  716 95
-108 988  298 -405
-891 649  215 504
408 -638  -645 -232
127 -73  544 -488
444 794  749 18
-851 -123  -313 -219
-71 598  -481 -27
-974 -404  326 -157
-109 -709  198 -241
-239 240  -22 -406
867 -253  172 179
555 -687  780 104
346 365  -182 -150
-173 -1099  369 226
-92 209  -65 101
-996 855  -666 532
219 343  -705 -40
173 -255  -285 654
402 -391  558 -130
-114 125  -153 -778
-393 -974  -486 -937
-163 168  209 -606
-579 63  851 -271
-1218 2072  343 719
574 350  -621 -219
-61 -858  -797 -36
-90 -84  486 -115
-12 48  -823 -767
1196 306  453 377
874 -426  564 -825
1172 164  308 469
-398 0  41 893
-51 249  -296 137
-753 865  -469 -510
353 -827  414 -900
402 -988  283 -64
-73 -94  -54 54
887 817  -135 -136
280 408  -265 -103
136 390  339 -21
-583 -339  38 -55
-345 -213  -895 -46
-720 -424  746 563
113 -156  -192 -1495
152 366  360 139
443 320  -304 -980
387 230  -472 30
41 4  844 -589
133 146  187 -344
-42 -457  -38 307
-417 -365  87 -187
-154 -691  -364 384
-810 305  -775 201
-380 966  -1131 -92
151 251  -343 877
-394 -376  -552 -176
283 281  24 -574
-602 -599  841 -977
-449 -866  -99 665
-478 371  -242 -326
658 1097  1007 334
10 126  -1603 -246
-835 190  548 66
-901 -49  552 -40
400 -192  -622 -323
659 395  -624 -111
-395 -133  11 536
-306 -11  -504 46
7 567  -323 -728
-40 151  1318 -231
-464 -594  -348 665
58 -680  -606 397
-71 532  -32 -49
37 -458  899 216
194 193  -172 -475
-219 282  228 828
-327 342  284 -222
79 494  -233 414
234 442  869 -610
675 2  -317 -314
-291 -169  439 193
-4 698  -170 -582
-729 -392  -742 -310
-830 130  -356 18
297 -258  1086 349
542 -385  -1023 -571
1202 -551  -155 -383
-288 -97  639 -620
-216 -449  -379 244
-81 -718  600 -415
-258 137  1079 119
345 -951  -108 -187
-100 -112  455 983
676 757  -361 114
494 71  30 -564
-583 9  163 -161
734 -270  111 544
-979 142  99 737
600 -502  -629 -8
133 28  -812 289
633 597  9 -83
507 755  -232 36
-210 412  380 297
367 85  214 -124
-149 -1065  289 -863
-689 566  783 -72
203 666  915 384
-450 467  179 239
31 824  269 79
647 1386  -221 513
302 797  -492 -360
-294 -370  -465 144
-293 -747  540 -453
-99 -252  -1 -332
-39 -407  -353 262
670 -216  511 103
-34 -202  203 -419
303 -70  260 -260
-9 87  567 513
-266 262  632 583
31 706  -145 354
259 237  -209 305
-107 342  161 -453
-709 -496  -302 208
-7 -239  571 -355
410 -383  275 42
452 -335  -299 735
-286 194  -164 307
-334 -337  28 59
969 -732  280 -57
325 131  180 131
233 -363  -877 -316
-338 -211  312 -156
-64 -106  -202 -280
387 -477  -40 185
-713 -10  233 -274
-594 771  376 -406
175 129  129 -95
158 419  139 -347
457 -146  -565 -579
-846 104  -122 -8
-986 -590  -587 -39
159 440  -110 -370
374 -173  -1025 353
414 674  -964 -2
-293 -417  203 151
608 13  558 -761
63 -915  -190 228
-242 619  534 -246
372 -586  180 504
1057 240  8 264
-361 703  745 199
-251 -458  628 -425
124 -270  -432 -972
126 971  -827 -841
-400 -357  -335 -886
-356 -576  -168 -1007
-45 -79  1328 -669
-244 618  938 1276
-2 -854  1107 1537
832 -613  -571 187
296 48  -89 381
431 -442  -1166 396
122 -369  21 -228
-380 381  10 319
-559 884  -741 552
-422 -382  -364 -409
971 -571  581 -979
-1307 334  -582 432
-336 -86  -215 -553
183 -474  282 283
488 -989  -570 432
-508 -21  -886 -509
-281 523  -436 632
-124 122  -899 43
-70 79  508 -865
363 270  -537 282
-739 -419  -97 -55
501 -833  1398 -268
12 -7  -1087 238
336 158  -918 327
423 -822  -256 -226
993 -82  -817 393
-530 -936  -415 -1057
529 581  624 9
288 405  52 -1544
-761 56  458 87
477 542  35 -187
-494 -700  -289 563
67 466  -658 -88
-125 237  -371 191
-850 -301  -171 84
-447 -272  -516 17
-239 -798  32 482
-696 -431  1305 -240
-104 -502  -189 129
-345 -785  -1073 500
-68 455  395 137
520 515  -318 -217
0 288  781 -237
629 -39  388 866
-28 -165  161 891
-263 -1156  62 409
240 596  -1130 -355
-114 670  -417 -792
944 339  -33 -620
-295 47  -243 537
43 -762  483 769
530 -1437  79 -535
-1043 807  -463 150
76 -140  -232 -373
127 -656  -279 103
-548 -163  -57 826
-345 -241  -416 -613
-778 224  -547 -267
193 1308  1021 -27
237 203  35 68
-405 -783  -610 -82
187 104  -44 390
511 1409  11 -39
-310 -481  -581 88
-342 81  -848 -316
-92 444  347 441
409 397  -1292 212
-116 -495  -543 48
-1071 -578  250 42
506 -839  -1025 440
593 91  427 646
563 -197  -478 -797
-609 618  753 1076
-289 120  -473 -223
230 29  -480 -614
-708 106  -253 -199
919 192  -648 156
668 1149  138 209
-107 553  -240 471
172 127  66 -128
920 -763  222 666
-138 -951  258 -172
197 -399  -429 -11
-362 637  -323 160
-709 -159  81 469
-52 396  253 700
-509 -241  333 -691
1244 -532  -551 221
-803 545  24 281
-942 -930  1172 533
267 -132  387 -356
156 302  -601 948
-185 1259  572 -690
395 -1141  -131 549
-6 -122  -103 -389
-617 444  -10 -42
-27 369  -190 -173
293 -109  132 534
205 -432  -8 518
-96 321  205 -440
215 -787  -194 -317
338 -355  -1337 548
270 7  -305 -219
240 -257  -197 142
605 -213  -1306 221
93 364  101 251
81 926  250 -553
250 13  -247 625
-530 967  -199 -112
4 109  166 40
780 -120  300 -706
-312 -147  -244 732
-297 555  -301 -824
-727 950  -736 34
-644 -614  272 49
-289 -432  -296 251
150 427  165 -687
546 -408  -363 -20
1537 132  -193 -593
965 -790  384 13
-39 -638  390 314
-594 -466  219 -564
5 25  -9 596
-380 -1088  -120 133
147 -558  295 929
-814 -786  -250 -629
236 -182  -601 5
-536 -318  -513 -567
-633 449  477 -788
-858 321  1037 -235
-1227 -637  706 -212
-477 -449  -170 -199
283 -500  -602 614
-674 -1384  604 -173
685 405  -427 -1
-70 -207  -138 -356
-159 -346  907 117
744 132  -321 858
-392 -777  -1079 846
-350 209  -514 266
258 819  117 208
-443 1062  170 259
-1200 -214  202 -574
-144 192  -450 527
-892 388  -286 -56
-1286 584  -1651 339
-781 556  111 -388
294 126  1363 177
-298 -272  -666 -467
629 -454  18 -1
-385 -953  403 153
641 109  425 582
467 -166  783 -640
1122 67  591 -221
-269 14  -528 -405
1009 -202  -839 -307
-431 653  151 155
41 927  -484 -733
42 -1126  231 -109
-372 -409  368 648
-330 -606  39 -671
-334 33  393 355
-346 -296  705 221
600 -400  -477 955
-341 168  122 964
207 91  255 198
-985 963  -572 307
-195 283  -131 769
95 790  602 -3
-850 -218  83 -624
509 256  -132 -1101
-88 106  172 -243
-61 -176  -195 -327
1169 -24  57 550
132 122  256 -512
514 441  288 515
516 -631  -681 -551
-1139 -811  367 -209
45 89  -167 -253
755 -115  23 -643
154 -46  -277 -82
336 322  -365 -225
-222 196  545 762
566 1033  -920 -834
391 87  678 363
963 37  -376 457
352 598  -40 522
424 122  -165 107
96 549  96 -663
-164 118  -1250 -241
487 -361  334 446
307 16  569 169
-12 87  -462 178
-954 -142  37 278
-583 -92  -80 -221
1014 -210  -295 -96
-183 -1068  344 1506
657 1176  28 -507
-233 -81  -503 73
27 61  172 -297
-169 -95  -522 270
65 -461  -215 29
-360 -263  50 -387
-686 464  -83 -697
-387 550  1067 -341
282 33  525 -719
-956 777  17 -266
-520 -615  -148 240
-160 -100  591 267
-429 -368  506 -434
806 -869  -245 621
640 -400  199 -424
-214 467  -737 -257
46 -855  121 881
127 656  438 30
-280 -260  565 -388
55 860  576 207
520 372  533 -849
-197 447  -675 230
-57 234  249 568
652 -391  873 343
51 -88  0 18
196 -1060  586 -1320
-74 181  115 -580
484 10  907 -27
3 333  142 384
-25 -609  667 -552
-309 341  162 295
591 -313  -213 -1123
-684 478  -156 221
-216 -386  577 706
-28 -695  -654 27
800 171  -30 530
-133 800  108 291
48 26  351 361
474 859  83 114
55 -159  -98 -752
1316 74  213 -930
-496 117  -478 -137
-97 133  550 -898
-74 -735  -303 -37
-7 1005  40 -136
-311 489  36 874
327 -275  1507 -142
-133 -863  -120 1024
-249 417  -460 -585
646 -330  -724 836
-569 -37  1278 592
1274 124  181 -397
438 -228  -128 803
347 207  -723 785
82 -733  372 223
209 -83  1244 -905
80 -293  187 231
-505 135  250 1470
263 554  -417 -585
-899 -466  -462 -497
-118 -944  -575 304
591 -953  259 -398
880 424  227 -269
-253 -111  -306 484
-71 27  238 25
-439 548  -490 456
-77 133  119 539
-213 -329  -858 366
-464 804  -1074 -1566
179 -244  -142 -737
-165 -93  -580 496
14 -840  -47 -41
521 -301  666 575
-285 -145  -67 -323
164 -424  217 -358
204 420  -431 -81
342 -87  554 -864
764 -607  -1030 -835
-1209 286  50 -462
137 721  -285 -219
100 -106  -401 -239
-158 -792  -56 -64
-36 -271  230 -535
-521 109  990 201
-603 -300  -360 115
234 330  -52 471
394 -503  -303 -6
-13 302  97 717
-380 327  436 -471
601 -172  244 -1815
328 -493  189 -1229
-329 565  -555 -182
355 -270  -397 -95
38 -364  113 204
67 -941  595 169
647 -281  -310 -84
609 -396  -412 -444
536 704  218 1127
-471 1574  -806 605
-7 -386  227 -313
355 269  463 -66
-489 672  -902 -350
-409 780  1474 873
65 439  424 -138
-201 393  -106 63
315 -451  362 -1021
844 -105  -134 -454
287 -657  38 -358
-562 89  -52 495
391 -378  -693 320
-640 -294  -12 -374
383 328  382 -666
-761 -65  353 741
-941 -383  -208 -268
612 199  350 -740
-274 -323  336 228
-246 -25  -801 12
-200 -259  -57 -91
-403 501  -103 -186
-1328 -258  560 374
462 -605  -111 158
-392 -4  -115 -716
241 363  238 41
508 8  444 -347
1047 230  -181 272
-429 742  1047 458
-24 75  -1035 -685
-514 -634  -265 -916
-152 148  93 -492
63 634  248 843
-207 -327  615 -533
-504 -188  577 -380
-946 64  538 -290
-197 -892  652 -195
413 -252  257 200
560 -637  191 -173
-284 -585  112 1192
291 -165  -887 896
899 -347  49 184
-364 556  -473 277
58 -586  -6 23
313 674  -630 429
33 108  -392 -685
-513 -270  -272 -285
678 17  813 394
-85 -349  1019 132
-728 723  190 542
974 11  -267 -733
-761 249  807 -102
790 270  479 113
-231 -10  624 -723
360 -269  -443 -350
57 311  -176 -376
845 3  -85 491
-17 636  472 279
-671 494  -1313 206
304 -354  -431 323
-2 369  118 -48
451 334  -356 -103
-819 593  -165 -330
-236 -195  -392 -767
-823 -314  585 -325
-46 -426  220 462
686 -145  -405 240
219 595  625 -957
120 95  635 430
10 182  692 -199
-11 -338  -322 409
479 -746  -966 -1151
-1003 518  558 -674
212 121  293 -33
-113 315  615 794
-84 839  233 357
-446 796  782 -49
565 946  41 657
-1322 -582  -952 -60
-325 -235  258 -203
392 -278  -219 -137
-422 -263  -149 845
583 -478  -779 -682
702 477  -732 432
884 -706  518 -535
-895 -518  89 32
-1524 1033  465 14
178 260  -298 -963
91 430  -287 536
-487 536  -226 131
237 333  -471 708
-394 349  283 75
-514 41  435 2
453 -391  748 -841
205 -870  -781 -373
275 389  917 102
998 -561  610 -213
-706 506  -566 653
-807 404  499 392
74 -114  -351 -1721
169 -447  -392 15
774 333  -361 763
145 -24  114 -190
-284 835  -119 201
-12 -286  600 111
233 -105  -763 -302
-263 1212  515 -731
25 143  962 751
148 -494  -680 -521
-679 -600  322 649
-117 200  -309 -184
-222 584  151 -963
-235 70  383 245
45 -250  324 216
32 -1159  -867 -238
-8 590  -885 -621
263 -1182  482 -12
749 713  136 384
47 -584  23 296
-83 996  -486 714
365 179  -451 -90
-473 685  -837 635
-993 -267  392 86
23 463  80 -1161
-703 -808  -548 -242
353 -524  -91 -173
-171 285  734 -191
-496 449  295 667
-137 502  410 342
77 461  -421 -669
-91 460  257 -206
1326 338  -964 -499
-775 576  478 360
-351 -432  -1231 521
137 -1104  1364 757
81 678  -750 -263
63 -109  -256 1240
-467 -317  840 311
-665 354  402 -230
-281 299  309 496
-725 -223  133 167
133 -224  -411 -391
-741 -204  171 -397
-438 19  485 133
1202 460  11 39
-972 821  -533 297
-1632 1188  468 -59
397 134  -198 -1230
206 254  -171 -378
-248 831  -63 -170
122 295  -100 5
-132 51  -240 -813
-310 -160  -495 750
-44 349  325 -1096
1590 931  -220 80
532 -219  253 133
455 -284  493 523
-105 614  -509 208
569 24  483 -197
-1364 547  -90 399
621 12  343 1028
496 -213  -57 159
-174 -635  171 184
-631 -681  59 176
86 1029  550 -727
-354 133  324 -55
-73 661  -316 -34
-1013 -841  648 12
-640 417  -351 77
473 1000  759 -222
-210 35  -433 -436
392 -719  400 637
-465 -585  -436 -65
259 847  -897 -156
372 160  330 765
-619 242  -340 36
-313 243  263 -1080
763 796  123 564
656 -559  -297 33
110 109  712 -71
-239 -426  218 -547
107 20  -36 -368
166 264  -442 -307
213 -659  569 -115
60 -1437  596 311
139 1012  -624 389
198 73  -339 336
544 -64  -92 637
-249 645  -835 325
591 372  13 129
-355 36  -378 509
-931 450  -768 547
153 32  -752 -194
-1148 -1031  90 647
433 -87  860 -135
-356 248  -229 -767
-160 -645  581 599
-416 -168  -471 -1138
576 144  1248 -1069
-859 -151  202 847
-959 835  -648 -193
145 271  -150 739
240 -320  -212 -554
-84 48  589 1147
301 813  693 -4
8 201  -32 118
-553 -229  4 4
-349 447  -901 -178
935 -795  59 5
-1126 -182  1133 262
-108 -841  203 315
79 -402  207 -280
1137 -427  137 -712
-446 -42  -477 820
-498 321  471 245
286 1301  578 641
141 -666  -538 667
522 -324  140 116
688 -649  -291 243
-207 77  1380 147
266 403  24 976
-52 469  269 -291
-237 411  -5 -81
-169 -223  -156 85
1022 -1165  517 -438
-126 -875  36 206
-274 185  43 248
-127 -426  445 444
-120 142  561 -164
-89 -59  51 -863
29 -221  312 -600
-14 154  -314 -165
197 506  364 -712
-391 -232  -63 -384
104 313  295 323
-302 1008  -188 1013
-1021 707  -4 -257
796 -1079  -652 -274
-821 -150  -580 113
-603 -758  84 357
245 -329  397 10
103 401  602 -1057
