379 -375  -233 -500
-614 294  584 120
531 -1235  -469 52
456 -934  182 -320
423 -259  825 -57
387 -153  290 -583
-542 -643  -663 -34
277 -128  164 297
368 374  -269 82
521 482  -970 -267
754 -449  -391 -627
-342 -267  161 -90
426 600  381 -3
-434 476  -67 675
646 299  727 -839
-123 -7  -1015 -89
-103 479  26 144
777 -252  -324 5
413 441  -187 -305
-398 -298  665 -80
466 -1011  -531 -374
-212 -482  317 -99
33 -413  217 -254
-93 -976  -69 813
-682 -135  755 -667
840 -252  247 35
191 -242  -523 -462
-246 372  892 616
-497 103  616 407
-324 161  -216 1014
81 82  -549 13
-284 -515  -735 998
-28 157  -177 -18
-1087 755  51 -190
-99 -837  -608 524
497 -821  -9 -294
-503 -442  -167 -104
-84 -155  -384 -798
-15 -548  -350 103
561 -289  1819 456
-16 791  -865 -95
-67 646  -1033 376
235 -41  -429 511
-102 44  -25 456
1206 144  244 366
-866 684  -491 -197
599 257  370 320
375 1583  -889 -388
-116 690  -182 759
158 -229  111 -95
205 -261  -623 275
-948 -957  -631 119
85 763  -37 699
472 -162  -326 -161
-355 231  -1306 -157
609 265  632 -856
856 557  639 91
139 38  579 -227
399 -260  -240 -10
-57 819  -468 36
181 -471  206 -44
159 776  1184 -936
261 162  -196 -453
-301 430  -447 -487
-414 -11  -284 72
414 -144  72 840
82 -372  858 341
640 360  -575 83
-756 137  -35 -932
728 1373  222 -537
-80 160  658 -805
125 194  27 -269
372 137  -400 -293
-379 827  369 -643
-725 -680  212 -272
-689 -164  -267 541
-491 358  614 130
1231 -642  414 506
-694 -708  173 -1251
935 746  -906 -453
224 1006  -18 124
-71 197  -430 9
323 497  459 94
196 664  54 810
-410 118  -729 -3
-256 -150  -342 542
809 335  -109 229
-996 370  242 111
263 467  749 -403
-576 133  1081 293
359 639  -979 -172
93 -812  699 -15
-216 690  779 -243
190 92  224 853
494 -583  382 296
201 363  -299 -109
-526 -348  535 -479
-857 1124  -210 -474
-832 929  -769 354
-332 38  104 -272
-11 494  -71 -523
-703 264  -1066 599
-673 199  -746 343
-613 -102  269 147
110 -707  -55 199
-104 -545  -62 -28
415 144  275 146
-40 -415  -126 118
-153 -771  66 780
-278 -61  128 208
33 -69  -97 465
-68 -418  -166 162
77 -511  107 1044
-687 -190  316 -658
-930 -217  -514 -225
374 -794  -250 261
-283 -427  -582 -116
-295 741  524 -366
703 -702  -314 -37
-159 -602  -128 791
-342 -83  -1144 -186
1074 254  -383 471
-245 58  173 -527
-279 1044  -146 455
-87 142  486 216
-216 977  -98 -686
-20 -296  -434 -160
-169 -344  314 212
887 335  -304 46
267 -1018  336 -653
866 863  -155 -370
167 168  -46 259
55 -852  -531 -223
148 95  177 -526
245 -153  55 39
-859 305  315 -16
909 443  237 -342
52 544  -234 -723
639 460  -310 -635
-236 27  348 64
273 -243  -543 559
394 1293  1315 615
239 -799  -963 41
-162 -61  224 758
951 -505  567 1044
233 1083  311 507
537 -26  38 144
223 -124  443 -269
271 -269  388 -556
168 -52  -51 384
699 -326  -53 14
681 178  -133 1424
-164 336  -1131 64
569 824  32 119
607 -20  -102 215
-257 -55  210 -358
45 113  223 -263
2179 -811  57 -459
-142 237  180 -71
525 170  -86 418
-359 -436  -20 393
22 -140  283 -235
545 -272  141 191
-346 -321  501 -386
251 1359  -141 -168
218 -571  -719 -35
-729 -50  309 -301
585 -473  -193 232
-534 -347  294 331
134 730  -374 -212
382 268  179 103
-483 -106  -137 -885
-392 242  245 581
461 550  153 761
-293 287  270 -587
345 -117  -202 41
470 -132  -287 494
-6 93  -64 -462
519 188  -839 -690
66 296  166 -158
233 390  184 -278
-415 -181  -503 165
-598 439  7 377
-507 569  -240 782
652 -690  -932 150
10 43  -116 433
202 -1363  -255 706
366 31  -270 -263
302 -990  -572 -403
-51 33  -708 608
139 626  -409 109
929 1044  -158 -1009
167 319  -303 -257
634 -919  -476 747
893 -421  -306 69
-486 989  -191 -1053
-505 311  -736 -712
-449 552  317 503
85 -209  63 -1030
-238 458  535 859
50 -769  624 -509
240 -143  -609 -783
-363 95  -747 -133
489 594  -206 300
-460 520  -333 -536
308 -615  -374 -317
211 -455  -20 -672
46 -595  339 316
-638 -680  -185 -178
549 328  41 -646
225 1  109 716
-308 29  59 144
-177 405  -375 253
336 652  -815 -824
235 243  459 475
371 -170  244 269
-386 158  -378 -237
-481 83  -409 334
242 589  -114 -437
-369 -464  36 545
124 -368  -12 982
-363 -231  -656 -1238
-194 507  -34 -59
326 1123  -98 -32
226 -192  -225 100
770 638  113 -331
-134 -120  -974 581
771 74  291 674
558 486  -79 -340
63 40  -75 360
-466 -35  37 272
-349 -267  160 355
-1552 732  -366 340
-884 220  -773 -278
-281 857  141 -251
-204 543  -707 -689
656 154  -485 68
-480 289  140 285
1166 59  410 549
610 -297  227 -368
-22 228  174 -248
-40 -621  -249 90
32 677  598 -645
-121 800  179 -439
115 619  -404 383
521 151  -412 -360
595 -502  105 -972
-361 93  -66 249
-690 -204  350 193
-917 372  -500 -71
-425 337  13 -1023
543 -860  670 284
648 129  -369 -196
-373 -48  754 634
-5 -273  389 282
-455 73  721 -591
-153 -77  -262 892
-1107 -439  -938 -467
215 -370  381 216
552 -340  279 244
404 -8  -20 942
-56 973  -148 -351
-382 -216  159 -250
-748 143  1251 350
-450 230  604 47
-473 -366  -391 -176
-192 -137  -24 -45
238 546  -599 -276
330 -418  -275 -122
400 -1095  372 -238
-200 322  167 -490
-50 648  114 582
-1462 -207  302 57
239 -231  -379 -436
72 -61  -155 41
372 -576  378 708
790 371  -673 12
148 -449  -10 106
9 294  -80 -1013
13 308  266 -573
-280 443  63 101
195 390  -276 558
-511 -3  -118 540
698 -812  -1232 -215
-17 -979  -653 -1192
-157 -276  1069 162
146 19  586 200
1010 1042  195 -626
-1199 244  507 169
421 -234  892 -954
-353 412  -1022 -12
-658 -344  -246 -540
564 -3  -706 -616
-1224 385  578 -1217
624 793  865 -47
239 158  -206 -910
477 8  -2 -854
-560 827  652 31
323 -40  465 1389
-900 -438  -506 -441
-59 254  -619 907
356 -72  -277 -74
751 599  705 3
208 -757  -385 85
519 -134  131 -40
106 -294  592 -501
-371 -81  567 -83
-84 244  249 -360
-588 -211  495 -421
442 730  709 -137
317 -58  -135 -822
596 315  107 223
939 -42  -723 198
-99 279  87 -316
-601 579  488 400
660 -76  -62 634
5 -310  -40 -282
-750 -424  461 -647
461 423  -60 1283
751 -26  -424 -353
-197 -232  680 490
-208 544  736 -819
-490 -93  -444 -7
557 176  1103 -327
485 -849  267 212
235 -706  -747 338
-680 681  -249 697
-1422 102  132 -354
235 -716  216 -112
-60 163  754 661
-415 -43  443 242
-22 407  -174 1157
-309 -490  -1295 294
-19 284  -37 -62
-507 360  -560 388
395 -412  -568 95
362 -41  137 62
448 -412  -369 -140
-128 138  530 -1008
-408 432  -425 325
303 -135  -925 -938
-686 1256  265 -14
49 1147  640 212
926 -7  -132 623
-203 83  864 -1301
506 -510  371 -211
112 638  692 562
-243 59  292 1119
216 1227  -382 285
192 4  551 -633
146 407  -59 -501
520 -764  509 -223
-217 -649  -558 -32
-865 -100  -7 -16
385 -9  106 -98
-13 574  38 442
308 543  386 -159
1 -379  -811 -584
-217 189  701 114
-371 -862  -476 150
-1385 -405  123 666
717 732  -557 -462
356 -202  2 -300
-727 -242  -300 -130
-200 -60  711 -604
-91 -289  1106 -570
116 534  -1105 -159
263 -394  635 53
528 -1213  -69 463
201 605  -266 482
-22 -93  -661 -462
530 -355  192 665
-653 -113  -732 -431
169 1  371 652
228 47  378 -313
98 723  -538 611
414 227  -414 702
1119 -51  -420 26
78 398  -787 151
532 157  466 330
808 -262  -448 458
651 -197  -109 56
510 102  33 -375
416 -394  405 5
214 -1470  -133 -636
453 451  169 9
-51 -101  197 29
378 196  560 -126
19 -577  -480 1261
396 -693  891 -131
-906 -18  -224 -457
82 272  316 184
-6 450  603 720
-213 337  824 -528
-533 -683  -973 -205
-729 340  954 -203
590 733  -476 -260
1020 151  753 -274
74 -150  -49 -632
-197 -645  -600 350
1055 495  681 865
209 -1630  475 457
311 -774  -328 799
-452 -447  -495 141
-905 -24  -442 47
379 -216  -10 401
-419 -374  -266 -779
-189 75  -257 87
-1154 -90  1046 -371
699 584  275 793
-803 -1234  -307 197
-235 -79  -449 -36
727 69  146 -356
-370 -643  403 296
-202 -162  953 161
821 157  -99 380
80 39  -799 421
696 678  -45 315
-127 719  -30 -180
430 193  625 -554
601 -870  -87 409
759 693  -573 235
-152 1146  -481 671
504 57  97 -242
469 948  971 -750
-560 -101  74 269
589 499  748 -157
631 547  -512 -84
245 1090  -236 354
-722 -277  402 -411
770 -76  214 495
394 -28  -13 -621
-613 226  -95 -234
-110 -24  -434 433
45 -125  -487 -345
-1023 697  379 909
970 -233  -837 788
-182 -490  396 -236
730 519  -348 -715
704 -576  -618 -76
1077 753  -71 -155
109 562  -1027 143
6 -46  286 -715
-41 785  706 -209
142 399  464 486
-339 -712  828 -447
-411 -544  265 -581
-459 -692  -2 394
-1449 -505  360 175
437 -213  -207 692
580 -104  30 875
-95 -774  59 72
-547 835  -39 202
154 557  -624 675
277 214  -447 105
968 -430  -406 126
61 486  -357 20
-259 647  -687 141
-232 -244  -922 -40
498 147  541 1181
-651 -1946  142 -421
-415 513  -817 -374
-146 441  -578 -160
-45 640  512 80
159 155  120 96
-295 324  775 -142
-364 -93  -309 676
-122 -998  -401 -565
401 609  243 123
-200 -1432  174 -636
-513 -487  48 512
432 -563  201 781
1075 921  61 -487
-935 -146  131 416
-652 -924  351 462
-637 -562  128 158
403 -263  -165 -365
345 -70  695 75
313 -524  383 -826
-531 210  41 -549
388 434  -568 -57
-254 615  -431 -344
107 796  -481 -264
547 326  679 39
-202 -263  551 384
-447 -538  439 -267
600 724  -574 342
-518 -21  601 146
388 -256  -60 -247
-614 270  46 103
-36 555  -602 171
683 267  -46 -762
563 -553  -863 -360
958 -714  43 -1354
-423 -111  -85 -265
-583 171  770 983
62 433  -221 160
-107 -312  1376 442
-460 201  -258 -914
-394 -525  -667 -892
502 619  185 91
-665 549  -731 940
187 910  -704 108
-288 -232  -498 -66
-418 370  761 -245
-936 44  332 -803
313 50  -923 603
594 469  -280 454
-566 542  -128 -583
-1124 -145  -115 130
-171 588  -533 -42
393 -725  31 -820
-210 35  194 -336
-755 178  1191 732
-294 -677  17 169
186 -83  -894 511
-800 247  511 -118
-538 -446  350 -489
45 226  -179 177
392 1052  371 236
-500 -593  -39 -409
66 166  99 -14
-649 111  232 7
855 151  -85 301
851 -477  296 -113
782 -220  49 331
1015 -1070  145 -147
-257 -1060  -343 1452
672 315  1050 -77
-420 58  218 -847
766 488  -906 615
103 -255  -1125 910
-1284 863  33 129
-694 578  133 -449
-374 655  -1079 603
-161 -113  529 121
-270 469  7 -507
-574 -143  -455 435
726 666  275 80
78 -867  672 505
890 -395  583 -163
195 292  -715 -461
-388 -443  -700 -280
45 140  618 -186
79 297  -334 -344
-206 -1217  444 535
264 -783  -344 198
-18 293  -381 -972
231 237  -185 600
-394 -444  -314 -777
-322 583  17 -255
219 -168  91 371
-659 -379  -491 -228
456 -1096  -986 652
-507 865  453 -247
-682 460  96 -162
1522 -70  -341 -381
120 -11  -193 64
-81 115  -257 318
27 -72  183 -1119
581 -272  246 -786
276 109  238 -522
-238 -182  272 -462
-184 564  -498 -853
-959 -181  -2 978
-368 819  894 -484
-7 158  -142 -245
284 594  -288 597
130 561  196 -343
-943 256  -1114 -694
832 -832  114 93
864 40  1329 -744
340 -238  24 160
25 -56  561 -425
715 788  -51 -1140
-1148 17  343 -542
-75 384  320 165
-221 -502  -53 -76
209 -350  -475 -342
469 398  -499 775
-160 376  -121 -48
691 46  -88 -365
-889 135  -197 -67
-629 558  -177 665
-322 163  342 -246
233 -256  -466 -669
-339 439  263 -13
-202 290  739 -4
1132 -99  454 -260
2 75  245 583
-187 -106  404 -268
-35 -189  -172 -244
394 -690  -45 -617
-67 -194  -393 -678
-279 -641  412 -177
-601 462  171 330
-144 -148  -80 81
627 -53  -11 -556
-377 175  707 259
73 448  -680 516
81 -120  411 86
642 491  -102 545
-115 261  340 -784
423 713  63 -847
466 577  666 -177
-747 -445  -1228 401
-784 -232  -394 -1062
-864 737  -457 609
-536 -758  461 38
482 -665  -504 -86
1123 585  -533 -737
-51 -1616  121 -985
182 199  857 494
-84 -582  1131 212
-643 422  -635 488
-90 358  493 -471
70 707  362 -852
346 -78  -100 293
-456 917  996 -854
-398 241  310 396
759 -238  172 -346
-51 -11  -245 142
-1148 1170  -281 510
-483 -318  -1141 -786
167 322  -189 18
-208 319  500 655
-306 -346  -181 -83
-274 734  193 268
995 758  -542 93
12 878  -440 16
170 100  -540 65
381 -635  261 428
1022 -388  960 -350
-583 145  996 -197
-594 359  133 -99
-1321 -84  111 889
-388 -18  -146 -907
-981 -87  -347 -544
-473 281  -1229 691
-78 39  358 111
981 -398  504 -65
222 -47  -52 191
-625 891  114 187
69 -198  302 -506
-300 -242  551 -759
1022 260  366 -29
250 -805  401 -1080
-563 -152  839 413
526 141  43 -546
-362 358  564 -434
-1187 335  120 -236
143 626  -157 -28
550 107  398 -575
572 -185  141 148
779 267  201 213
-438 24  -284 -181
-15 -23  1078 135
405 500  449 -99
-254 -278  -31 -749
463 -508  -306 520
348 -1040  -913 -369
-88 -657  46 661
431 578  219 -1282
-230 -68  -344 782
-53 312  -188 -156
1747 137  -895 163
677 250  -532 492
225 -567  -592 -600
-132 -563  210 -867
173 371  137 213
440 128  -1040 99
121 -547  -817 -469
-379 728  258 -155
-655 -52  -557 323
-1091 771  -1007 -109
608 52  -61 -471
188 716  431 97
-2 -159  365 -191
256 20  210 -158
357 -379  412 804
100 -5  745 160
33 -20  -318 -100
-343 374  -5 -1285
-117 277  102 -121
-647 107  193 428
-29 674  60 44
371 -920  -737 -15
-242 -266  -187 295
43 -142  249 -587
-35 -351  248 -646
-344 15  -136 55
987 482  -817 -479
121 535  -179 807
7 -326  287 -471
-383 -570  422 280
-278 -244  -439 -267
-84 799  -958 490
-32 -641  -309 -20
-724 -455  287 220
678 -290  -87 -941
461 -12  -317 189
-459 -10  -424 -158
-313 -61  -332 -335
1241 -216  -29 -1020
323 225  -368 -547
-594 -777  -545 -491
343 -203  1098 895
-171 319  163 702
266 -161  -334 186
-210 -334  165 -785
-837 121  -60 -36
-304 -157  640 134
-494 395  -129 262
-205 -546  312 -365
542 4  -931 -642
193 -408  446 -116
247 530  -937 -71
73 811  -385 -829
536 4  644 314
-1031 371  -152 -268
646 -867  44 357
-477 407  293 616
464 230  499 316
467 -671  322 -458
678 -474  -463 1050
138 381  60 113
737 -54  310 -54
84 -75  966 178
403 -489  312 -368
744 -1260  790 -687
-250 -136  139 -222
443 -416  -248 -637
-325 636  460 -1095
17 -249  -108 -645
554 -699  -173 571
241 44  -116 207
-754 16  -101 -322
787 413  738 -454
709 253  1648 -1260
516 -28  912 -360
-272 -238  304 390
-485 -81  860 -117
496 -105  593 -426
634 1651  -91 420
-521 77  576 -32
508 810  1091 34
-609 -402  350 351
219 312  249 -245
307 40  543 -199
-197 -111  -1264 -513
29 23  407 -900
-569 47  1273 -308
-167 -286  907 767
440 631  -1109 -366
-94 -449  -680 203
12 -532  -286 -86
294 -1093  40 -49
652 -633  538 -602
-788 1186  -165 -232
-474 -291  535 -1087
629 721  298 -723
-600 52  -682 -612
-535 246  -905 -523
-187 -993  -408 445
-109 696  1271 829
-817 -5  -319 -286
18 645  -777 -484
-528 135  367 -889
64 105  -371 -325
-137 -10  -238 -407
-225 526  -702 -397
19 490  -560 -353
-647 -47  -897 -240
-5 25  659 256
689 -229  -587 164
249 730  261 -315
-176 -98  -732 315
985 -264  -332 -42
-420 -138  -301 -198
-772 -874  413 52
479 -370  328 16
-42 16  388 685
146 -198  182 -378
220 167  -975 330
-4 -575  -410 -413
-89 636  143 -776
262 213  -828 729
-279 -466  578 252
1506 -430  366 635
596 -179  140 -61
-316 -46  -976 -583
-122 -684  110 415
361 -597  326 307
266 286  -14 122
562 -879  1093 -109
-73 1067  -176 -351
53 313  305 445
646 219  307 888
-88 -268  -349 -520
-329 13  392 -305
305 -921  19 378
97 -621  -372 591
-522 -472  193 245
-265 241  -341 432
22 576  853 -89
203 -18  -314 -337
488 1018  228 339
-206 128  -368 828
-692 -672  630 -123
-255 187  -498 -856
-222 488  -610 446
175 46  1374 191
144 -173  -133 -476
-758 -249  7 -1069
-683 469  -177 -304
896 87  111 -224
217 693  356 263
302 270  329 -600
90 532  -523 -795
807 663  820 8
287 -726  68 382
-534 -120  311 550
-1133 -483  -159 -668
133 -20  1068 11
-653 656  418 -150
-12 -570  398 -447
354 -610  -502 -8
688 111  12 -669
365 -307  538 567
-493 -462  77 188
-747 644  -51 648
425 433  -736 618
226 -603  565 292
-173 -991  -679 155
507 -160  715 -28
168 80  684 -248
-363 332  243 357
45 1328  286 -439
-377 50  18 -467
-718 56  -1436 242
412 107  -48 29
153 -757  -281 326
471 -337  345 744
-252 603  -202 86
127 332  -748 351
-221 227  -518 259
557 255  1019 -693
852 -228  -689 357
99 452  359 539
64 197  120 -562
-246 -132  412 566
-293 88  -605 281
-120 -144  488 296
-66 -261  363 306
194 -351  -390 -4
-122 160  -732 -443
1099 255  -370 -359
268 437  -330 -260
-106 -519  -779 -32
-230 81  272 144
-18 419  103 162
440 -607  -31 -91
-481 413  -145 -49
467 -950  510 -381
400 -940  -210 -832
-614 803  787 263
-664 -345  -109 479
479 -196  574 1092
-420 107  650 -75
-759 453  701 -89
66 -69  764 -783
983 214  -92 -431
687 185  -1261 -248
411 237  311 242
-67 -765  597 685
599 347  -835 -563
-287 225  972 439
-1167 -235  -1015 -3
-11 327  -777 548
-513 -193  547 363
-83 -597  945 391
-673 -467  -506 -296
-766 -1175  234 452
65 276  356 -574
387 467  -639 233
-580 1097  224 -542
-639 633  37 97
24 -167  -1518 594
461 104  1126 278
514 -541  -1138 -247
-416 -390  -111 -351
-356 -535  345 23
-510 268  216 538
-291 68  -255 -810
-392 365  -502 644
-252 -123  178 -480
438 667  319 -952
-81 508  -374 462
-967 235  1312 1382
-458 253  59 -76
-748 -190  805 535
889 250  434 -778
61 420  -23 -19
54 72  -905 295
-696 494  -449 197
720 698  -1095 -820
339 -515  -923 -220
476 597  290 228
924 -227  -625 -4
-15 -123  -862 324
-899 -327  320 -817
728 171  814 -1036
-437 389  -104 -933
-217 -804  395 415
85 -69  -103 788
-324 123  -542 57
-436 40  358 -176
334 479  -904 650
-726 298  -97 -532
-783 289  -360 617
-1118 15  223 -586
433 425  -670 -14
432 -452  -492 238
82 -1471  1311 322
-12 -219  -28 -9
300 -681  304 90
-1325 -78  -59 -225
67 424  -1000 -839
-845 -278  -581 489
-354 337  263 285
208 51  -23 360
-232 -1087  -168 69
-489 522  91 -1135
-401 -240  461 364
-225 162  -285 -274
-35 604  -754 300
-1065 225  113 1310
98 773  -245 109
634 -439  -349 -251
85 -825  -1169 102
166 -530  451 296
-681 620  -674 464
79 202  -545 1000
256 -815  -80 501
211 -87  653 -420
142 -441  -603 730
-646 -582  -310 -987
-743 -1696  391 144
-175 175  264 191
-376 1291  1044 274
-133 819  -770 360
-471 1237  1500 1165
-377 -487  -1142 -205
289 -341  -782 -1270
78 -224  -79 -230
80 655  285 391
-463 397  322 -567
-83 -150  -73 -244
666 -295  457 -442
317 1436  375 120
-400 496  612 -504
-672 121  -31 165
220 -159  -759 269
-478 474  715 198
-111 105  231 775
-70 -180  -208 -547
-575 -905  -515 281
55 -14  463 185
-165 -352  -246 1373
892 -763  103 -214
739 344  606 -39
-92 164  -379 223
-474 1166  -13 -580
408 710  999 389
291 704  151 805
454 -662  190 93
486 -80  -593 100
-731 876  416 108
-274 -489  -832 -677
81 226  -212 -956
-359 618  47 17
-523 -626  -493 -546
-331 346  -206 281
-492 303  349 -448
324 -451  250 -200
-249 -153  -482 131
518 290  273 395
704 -57  227 173
-304 295  -517 -297
804 740  377 -194
127 -589  -515 -247
-665 -505  732 -193
64 -78  92 563
-115 128  -310 472
-266 455  -344 728
209 674  548 -452
556 331  -360 -247
503 -720  -132 -717
-199 182  -361 -886
545 -252  -1967 -186
-155 4  -1220 106
142 598  -224 140
879 309  261 -203
-138 193  -184 -773
-19 6  694 -33
-145 -216  743 368
499 -453  -41 -998
66 -882  -41 -414
218 929  -446 133
273 317  -665 237
187 -477  -61 1185
-402 -1091  734 251
81 376  -214 170
-1153 -188  395 78
-119 -412  -854 -722
-62 127  -928 344
-118 -96  -279 -694
114 -784  750 524
288 -573  -292 -553
-487 115  -676 -47
-753 -324  424 -445
320 -144  236 -353
502 305  344 270
-224 436  -178 -585
-532 -73  242 -194
-488 -445  235 73
594 431  -1036 -227
-3 572  -356 -235
312 -359  -548 -530
-299 499  328 -251
-36 752  -65 -629
8 219  627 219
-599 -403  -1011 -919
8 -179  -1000 -307
1022 -243  227 -311
-660 -314  -184 -546
-902 -462  432 355
-716 -33  183 -285
360 56  -42 -241
-1203 97  632 -394
-535 -65  848 669
-309 -693  360 -526
-169 -118  633 -39
1019 0  -18 768
23 546  -949 -293
-298 5  -415 451
74 -912  -503 -85
352 557  757 142
-1081 395  -115 69
-80 -445  -114 -69
674 -1051  287 -509
239 -618  105 242
485 -372  -828 -905
365 455  174 92
930 -365  -158 -731
219 -113  134 -1
-729 479  -550 328
1020 -215  -437 235
288 641  -755 103
519 -336  -1131 -400
-365 520  181 -376
74 -255  -564 -774
39 105  140 640
249 -636  372 33
-194 385  212 -463
599 -367  -1123 -199
-151 -281  892 -112
-352 -141  -544 72
-327 79  -509 278
328 -719  576 670
-542 570  162 4
313 -539  -168 116
163 -572  -252 305
-277 -213  566 1399
258 -804  -802 339
-469 -309  -59 808
129 31  -555 -707
-801 1  -42 -319
-523 -606  261 444
489 -465  -250 230
902 -438  -444 -517
-369 953  -71 -311
414 639  186 -68
-217 350  -566 -232
-107 -339  -738 1099
338 323  1255 420
546 929  291 -202
-1042 75  -369 -73
45 -94  -51 694
192 -105  1143 -725
281 -249  -290 186
155 415  925 -560
232 -249  102 1402
914 -142  439 1025
-271 695  837 400
949 -540  248 615
-678 160  -155 -563
-771 316  -19 -859
-768 112  -422 241
-147 -120  56 945
113 216  337 685
88 242  -622 -153
-7 -65  60 304
-249 288  -387 459
723 538  -783 641
-608 384  120 -365
-842 45  -227 -333
791 16  -1007 -819
568 42  441 -289
-391 27  371 -956
303 223  328 404
-538 -37  -194 -451
364 -205  -555 -160
-173 -279  -458 -591
-417 -303  774 283
432 429  -687 716
248 -100  -348 -363
457 17  -375 -821
-225 -263  346 -293
-88 145  264 64
541 707  -314 -50
127 -1322  589 29
-1 394  516 -1347
958 62  726 -639
-64 243  234 -44
-1073 66  548 615
-521 820  -161 185
693 399  -148 649
-448 -871  -638 309
884 -69  -29 167
-653 258  -527 600
179 -347  1044 -488
534 -416  -597 496
319 4  58 -1958
281 94  -678 -513
-1267 620  -687 17
-228 870  375 -93
87 199  509 455
-527 -578  -72 -192
614 409  -313 414
-643 63  -779 562
-382 220  292 -627
683 79  913 221
-103 834  491 -556
266 426  -201 625
102 -147  -548 349
397 -682  389 -413
-461 -554  -95 -413
-276 96  -552 21
-392 180  796 -368
396 182  266 9
504 79  -473 -96
-611 -454  -150 -7
-621 -564  -58 77
282 -753  333 -444
-219 -166  98 663
325 -24  297 449
313 -1190  387 -305
-541 635  1041 -1182
21 291  -12 -113
-375 175  -642 837
105 46  -341 954
-5 230  578 111
218 278  -261 -356
454 -129  232 -498
-1078 -3  953 -230
-701 -989  298 -128
344 521  -208 -47
137 766  -360 145
-143 -603  449 76
-771 245  -136 1029
-788 309  937 -638
-46 -375  -546 -93
340 -22  -548 -396
-318 145  -283 -360
175 -513  -10 374
663 126  -503 -348
303 -1022  190 -370
1305 -1226  287 -141
-341 915  563 34
478 -359  -498 671
-1348 292  -426 170
38 -23  -496 -92
-499 236  -679 -812
-269 390  -332 163
-169 491  876 223
1065 -180  1236 178
315 -447  -706 652
-51 -1342  -28 -290
63 -817  -561 26
808 -503  35 104
-80 -619  330 583
-286 -549  -396 -122
-110 -740  -6 -333
-367 -953  -268 -187
-746 366  -603 296
-640 -315  410 -243
-41 -536  -1087 757
-149 139  422 -71
258 210  866 958
-615 324  -809 228
299 -229  274 -762
508 -349  -984 228
224 241  83 -636
-192 -11  288 -567
343 742  -1270 233
-1001 286  94 -168
-191 305  -302 -204
-39 744  -1086 122
209 -540  256 -438
100 -429  -223 419
-110 -114  -736 -513
-534 672  -393 355
-558 -237  -115 563
-376 87  -18 -208
-631 -150  -729 -119
49 -386  499 -613
53 9  3 317
-224 -1413  340 -181
595 256  456 491
211 938  -258 -532
-662 -415  236 43
502 -257  179 -483
1035 -1118  -246 -442
32 943  796 280
81 -775  459 577
-42 274  910 911
-197 -1200  -782 -675
693 -151  -869 126
79 -790  200 -325
-590 -632  -451 -27
470 3  222 738
3 880  53 191
-628 -330  478 -29
-185 -1298  -825 307
382 -16  214 -34
133 -603  762 -525
335 -181  588 150
698 42  -894 -279
-193 -235  -108 51
184 391  -23 -412
-551 -178  -986 357
-307 -295  154 -1146
-16 -609  -322 136
205 420  -677 -36
423 19  -476 256
-1205 -514  -246 397
287 -946  23 -700
632 57  1038 -94
-127 -1034  461 720
-64 -357  -82 43
-86 -1080  -142 54
761 394  -469 1044
-256 -1014  353 1069
-104 -520  426 917
-298 -243  -163 148
195 433  -129 828
327 556  -175 71
-209 489  -93 -96
-230 260  174 -525
-421 -211  -688 339
-600 812  -45 386
-435 -419  -610 -27
-782 388  -115 -595
-282 -155  482 -65
-139 978  -508 337
-572 354  195 975
-267 -132  252 270
-630 -17  -557 -236
372 245  304 1120
160 -547  1128 310
349 -134  64 -128
-23 -55  320 721
-1250 528  409 712
222 -573  -21 -152
184 316  -567 57
-729 576  -13 303
1115 -475  -88 255
391 6  -406 -5
-368 423  -86 -728
-125 428  -219 293
359 137  -178 -1350
-468 340  264 32
69 -612  -552 -770
863 846  -609 35
604 -217  1045 -306
54 339  -120 207
-351 125  -684 574
-723 483  -524 660
-744 -525  -173 154
-193 -894  58 527
-397 -63  66 335
324 317  1024 51
640 370  156 652
495 -92  548 682
-604 -426  302 -592
-151 -1574  -202 510
-496 -669  276 902
425 -667  1551 -460
-7 507  -527 94
192 199  691 244
-22 -198  -716 -530
-125 222  -254 -315
437 -336  225 218
750 688  445 -189
169 -114  204 119
1023 647  -379 -610
388 -742  145 286
399 -193  -378 1047
319 -346  362 1218
-597 189  319 -395
8 516  733 25
-499 -1243  338 632
-538 569  -12 575
-89 694  211 -272
623 -9  225 741
-25 -393  -186 155
-574 -921  -630 -151
364 308  -53 26
870 -554  -637 -226
1277 -124  523 -922
188 -170  704 -650
722 772  -542 -204
24 -590  -155 173
-211 -14  -362 -11
363 -1178  237 -248
-58 350  191 473
-312 -137  -153 -562
483 -426  -542 -1334
-575 127  -328 90
700 582  252 394
-630 238  -273 -63
311 29  61 -419
159 382  980 -344
8 -638  459 -1184
188 -180  -961 -1129
-561 545  -53 -23
785 254  -848 364
-432 -303  -488 -100
-841 -591  -599 1013
503 120  -385 612
-116 -297  -893 -239
567 -518  978 818
